resetscitarget_description,Restore,元に戻す
closescidialog,OK,ＯＫ
closescidialog_description,Convert manually,手動で変換
forgetwarning,今後このダイアログを表示しない,今後このダイアログを表示しない
drawing,Drawing,Drawing
uninstall,uninstall,uninstall
checkin_description,checki in job,checki in job
save_description,data save to repository,data save to repository
checkout_description,check out job,check out job
activate_description,activate job,activate job
deactivate_description,deactivate job,deactivate job
newentry,new entry,new entry
exportfsps_description,export to localFS other format,export to localFS other format
downloadxps,download Xps,download Xps
docinfo_description,show document properties,show document properties
exporthtmlair_description,export as HTML(read only),export as HTML(read only)
exportepsair_description,export as eps(read only),export as eps(read only)
exporthtml_description,download exported HTML,download exported HTML
exporteps_description,download exported eps,download exported eps
edittn_description,edit timeline tag,edit timeline tag
cleartl_description,clear timeline data,clear timeline data
copyfromreference,copy from Ref,copy from Ref
about_description,about Remaping,about Remaping
loginpnl,loginPanel,loginPanel
stw,StopWatch,StopWatch
stw_description,open stopwatch,open stopwatch
tbtrackel,element,element
memopnlput,uodate,uodate
ddp-reference,reference,reference
preflbsheetinfo,page info,page info
